date;time;prec;surfwet;glorad;metp;megrtp;mesotp10;mesotp30;meanrh;meanwd;meanwv;wd2;wv2;pres;netrad;heatflux
2024-02-24;09:00:00;0;0;56.8;3.6;3.5;5;5.8;92.2;157;0;157;2.7;987.6;21.6;-11.3
2024-02-24;10:00:00;0;0;103.7;4.5;4.5;5;5.7;89;146.7;0;146.7;2.9;987.8;51.4;-8.8
2024-02-24;11:00:00;0;0;118.4;5.1;5.2;5;5.7;87.8;154.2;0;154.2;2.6;988.3;60.2;-5.7
2024-02-24;12:00:00;0;0;206.9;5.9;6.3;5.1;5.7;84.6;162;0;162;2.8;988.3;118.8;-2.5
2024-02-24;13:00:00;0;0;190.6;6.8;7.1;5.2;5.6;79.6;176.5;0;176.5;3.1;988.3;105.5;1.3
2024-02-24;14:00:00;0;0;145.5;7.2;7.3;5.3;5.6;77.2;181.8;0;181.8;2.9;988.3;73.4;5
2024-02-24;15:00:00;0;0;85.7;7;6.9;5.5;5.6;76.1;198;0;198;2.8;988.5;32.4;6.9
2024-02-24;16:00:00;0;0;84.8;6.6;6.3;5.6;5.6;76;206.3;0;206.3;2.1;988.8;-4.3;7.1
2024-02-24;17:00:00;0;0;18.4;6;4.9;5.7;5.7;76.8;182.5;0;182.5;2.2;989.1;-63.8;5.7
2024-02-24;18:00:00;0;0;0;4.9;3.4;5.8;5.7;81.6;176.1;0;176.1;1.6;989.5;-77.3;2.8
2024-02-24;19:00:00;0;0;0;4.6;3.9;5.8;5.7;85.6;174.6;0;174.6;3.1;989.9;-38.1;-0.7
2024-02-24;20:00:00;0;0;0;4.2;3.8;5.7;5.7;87.5;172;0;172;2.1;990.2;-22.9;-2.8
2024-02-24;21:00:00;0.1;0;0;4.1;3.8;5.6;5.8;89.6;169.4;0;169.4;0.1;990.4;-13.1;-3.5
2024-02-24;22:00:00;1.1;0;0;3.9;3.6;5.6;5.8;92.4;162.1;0;162.1;1.3;990.3;-15.2;-3.7
2024-02-24;23:00:00;0;0;0;3.5;3.1;5.5;5.7;92.2;156;0;156;2.7;990.2;-22.5;-4
2024-02-25;00:00:00;0.4;0;0;3.2;3;5.5;5.7;93.9;161.9;0;161.9;2.7;990.2;-11.1;-4.8
2024-02-25;01:00:00;0.5;0;0;3.3;3.1;5.4;5.7;94.8;177.6;0;177.6;2.7;990.3;-8.3;-5.3
2024-02-25;02:00:00;0.1;0;0.1;2.8;2.7;5.4;5.7;93.2;194.2;0;194.2;3;990.5;-8.1;-5.5
2024-02-25;03:00:00;0.4;0;0;2.4;2.3;5.3;5.7;94.2;192.2;0;192.2;2.5;990.7;-6.5;-5.7
2024-02-25;04:00:00;0.1;0;0.1;2.5;2.4;5.3;5.7;95.5;180.7;0;180.7;2.3;990.8;-7.3;-6.1
2024-02-25;05:00:00;0.2;0;0.1;2.7;2.5;5.2;5.6;95.4;178.2;0;178.2;2.4;991.1;-14;-6.4
2024-02-25;06:00:00;0;0;0;2.6;2.2;5.2;5.6;95.2;177.8;0;177.8;2.4;991.3;-27.8;-6.7
2024-02-25;07:00:00;0;0;3.9;2.2;1.6;5.1;5.6;95.6;176;0;176;2.2;991.7;-26.5;-7.4
2024-02-25;08:00:00;0;0;35.8;2.6;2.4;5.1;5.6;96.1;166.3;0;166.3;3.2;992.2;8.3;-8.6
2024-02-25;09:00:00;0;0;81.6;3.3;3.2;5;5.6;93.5;169.6;0;169.6;3.7;992.7;16.8;-8.4
2024-02-25;10:00:00;0;0;112.8;3.7;3.9;5;5.5;91.6;159.8;0;159.8;3.2;992.8;53.4;-7.1
2024-02-25;11:00:00;0;0;123.3;4.1;4.4;5;5.5;90.4;148.4;0;148.4;2.6;992.8;65.6;-5
2024-02-25;12:00:00;0;0;178.2;4.8;5.3;5;5.5;86.6;153.1;0;153.1;3.1;992.6;102.4;-2.3
2024-02-25;13:00:00;0;0;100.8;5;5.1;5.1;5.4;82.8;160.3;0;160.3;3.4;992.3;56.5;0.7
2024-02-25;14:00:00;0.4;0;81.1;4.1;4.3;5.2;5.4;88.2;128;0;128;1.6;992;53.3;2.3
2024-02-25;15:00:00;0.8;0;38.5;3.9;4;5.3;5.4;90.4;107.2;0;107.2;1.6;992;22.8;2.5
2024-02-25;16:00:00;0.2;0;29;3.6;3.6;5.3;5.4;92;108.3;0;108.3;2;991.9;13.8;1.9
2024-02-25;17:00:00;0.1;0;5.5;3.2;3.2;5.4;5.5;93.5;100.4;0;100.4;0.8;992.1;-4;0.8
2024-02-25;18:00:00;0;0;0.2;3.2;3.1;5.4;5.5;94.2;96.5;0;96.5;0;992.5;-7.8;-0.5
2024-02-25;19:00:00;0.2;0;0;3.3;3.2;5.4;5.5;95.1;119;0;119;0;992.9;-6.8;-1.7
2024-02-25;20:00:00;0;0;0;3.2;2.9;5.3;5.5;95.2;83.8;0;83.8;0;993.2;-8.3;-2.4
2024-02-25;21:00:00;0;0;0;3;2.3;5.3;5.5;95.9;329.4;0;329.4;0;993.4;-13;-3.1
2024-02-25;22:00:00;0;0;0;2.7;1.4;5.3;5.5;96.4;142.9;0;142.9;0;993.6;-20.5;-4
2024-02-25;23:00:00;0;0;0;2.1;0.6;5.2;5.5;96.6;305;0;305;0;993.9;-13;-5.7
2024-02-26;00:00:00;0;0;0;1.7;1;5.1;5.5;97.2;281.4;0;281.4;0;994.3;-11.9;-7.3
2024-02-26;01:00:00;0;0;0.4;1.5;1;5;5.5;97.5;348.7;0;348.7;0;994.5;-9.9;-8
2024-02-26;02:00:00;0;0;0.1;1.6;1.3;4.9;5.4;97.8;320.8;0;320.8;0;995;-16.1;-8.4
2024-02-26;03:00:00;0;0;0.1;1.8;1.6;4.9;5.4;97.9;306;0;306;0.1;995.3;-13.4;-8.6
2024-02-26;04:00:00;0;0;0;2.1;2;4.8;5.4;97.6;296.3;0;296.3;0.1;995.8;-11.4;-8.6
2024-02-26;05:00:00;0;0;0;2.3;2.3;4.8;5.4;97.3;250.4;0;250.4;0;996.3;-8.8;-8.4
2024-02-26;06:00:00;0;0;0;2.5;2.4;4.7;5.3;97.2;329.4;0;329.4;0;997;-10.9;-7.9
2024-02-26;07:00:00;0;0;2.5;2.5;2.4;4.7;5.3;97.2;278.5;0;278.5;0;997.8;-9.5;-7.4
2024-02-26;08:00:00;0;0;14.6;2.7;2.8;4.7;5.3;97.3;248.6;0;248.6;0;998.8;1.1;-7
2024-02-26;09:00:00;0;0;37.7;3.1;3.3;4.7;5.2;97.1;292.3;0;292.3;0.1;999.7;22.4;-6.3
2024-02-26;10:00:00;0;0;90;3.5;3.9;4.7;5.2;96.4;259;0;259;0.9;1000.4;57.8;-5
2024-02-26;11:00:00;0;0;149.4;4.1;4.5;4.7;5.2;92.1;247.4;0;247.4;2;1001;96.4;-3
2024-02-26;12:00:00;0;0;227.2;4.6;5.1;4.8;5.2;86.1;273.4;0;273.4;2;1001.5;134.4;0
2024-02-26;13:00:00;0;0;167.4;5;5.3;4.9;5.2;80.2;312.2;0;312.2;2.7;1001.8;95.9;3
2024-02-26;14:00:00;0;0;114;4.7;5;5;5.2;79.8;329.8;0;329.8;2.3;1002.4;63;5.2
2024-02-26;15:00:00;0;0;65.8;4.6;4.8;5.1;5.2;80.7;318.2;0;318.2;1.8;1003;28.5;5.8
2024-02-26;16:00:00;0;0;39.2;4.5;4.4;5.2;5.2;79;274;0;274;1.3;1003.7;7.2;5.2
2024-02-26;17:00:00;0;0;7.3;4.3;4;5.3;5.3;81.1;271.8;0;271.8;0.1;1004.4;-15.7;3.8
2024-02-26;18:00:00;0;0;0;4.1;3.8;5.3;5.3;87.6;286.8;0;286.8;0.6;1005.2;-19.6;2.2
2024-02-26;19:00:00;0;0;0;3.9;3.6;5.3;5.3;89;321.5;0;321.5;0.8;1005.9;-21.4;0.7
2024-02-26;20:00:00;0;0;0;3.6;3;5.3;5.3;88.9;301.6;0;301.6;0.6;1006.5;-43.2;-0.7
2024-02-26;21:00:00;0;0;0.1;3.1;2.6;5.3;5.4;90;266.8;0;266.8;0;1007;-28.9;-2.2
2024-02-26;22:00:00;0;0;0;2.1;0.3;5.2;5.4;91.1;339.1;0;339.1;0;1007.4;-70.1;-3.6
2024-02-26;23:00:00;0;0;0.5;1.5;-0.6;5.1;5.4;93.7;350;0;350;0;1008;-28.5;-6.1
2024-02-27;00:00:00;0;0;0;1.3;-0.3;5;5.4;94.7;318.1;0;318.1;0;1008.2;-30.8;-8.5
2024-02-27;01:00:00;0;0;1.2;0.5;-0.7;4.9;5.4;94.7;256;0;256;0;1008.5;-9;-10
2024-02-27;02:00:00;0;0;1.6;1;0.8;4.8;5.3;96;286.6;0;286.6;0;1008.9;-3.8;-10.9
2024-02-27;03:00:00;0;0;0.3;1.4;1.5;4.7;5.3;95.8;336.5;0;336.5;0;1008.8;-5.1;-10.5
2024-02-27;04:00:00;0;0;0;1.4;1.5;4.6;5.3;93.6;202.5;0;202.5;0;1008.9;-5.1;-9.6
2024-02-27;05:00:00;0;0;0;1.5;1.5;4.6;5.2;91.1;307.4;0;307.4;0;1009.1;-8.4;-8.9
2024-02-27;06:00:00;0;0;0;1.4;1.5;4.5;5.2;92;129.3;0;129.3;0.1;1009.2;-7.8;-8.3
2024-02-27;07:00:00;0;0;2.1;1.2;1.4;4.5;5.1;92.8;136.7;0;136.7;0.5;1009.1;-5.2;-8
2024-02-27;08:00:00;0;0;12.2;1;1.3;4.5;5.1;92.8;196.9;0;196.9;0.4;1009.4;1.5;-7.9
2024-02-27;09:00:00;0;0;28.9;1;1.4;4.5;5.1;91.8;241;0;241;0.2;1009.6;16;-7.6
2024-02-27;10:00:00;0;0;48.3;1.1;1.6;4.4;5.1;91.2;184.6;0;184.6;0.8;1009.2;28.6;-7
2024-02-27;11:00:00;0;0;77.3;1.4;2;4.4;5;89.6;180.4;0;180.4;1.9;1009.1;51.1;-6
2024-02-27;12:00:00;0;0;94.2;1.8;2.3;4.5;5;87.4;201;0;201;2.1;1009;60.3;-4.8
2024-02-27;13:00:00;0;0;92.5;2.2;2.7;4.5;5;83.5;220.2;0;220.2;1.6;1008.9;57.4;-3.5
2024-02-27;14:00:00;0;0;84.2;2.7;3;4.5;5;79.4;235.3;0;235.3;2;1008.4;48.8;-2.1
2024-02-27;15:00:00;0;0;74;2.8;3;4.6;5;78.2;229.8;0;229.8;1.8;1007.9;40.6;-1
2024-02-27;16:00:00;0;0;33.5;2.7;2.7;4.6;5;79.2;204.9;0;204.9;2;1007.6;11.9;-0.7
2024-02-27;17:00:00;0;0;6.8;2.4;2.2;4.7;5;79.1;214.8;0;214.8;2.3;1007.7;-10;-1.3
2024-02-27;18:00:00;0;0;0.1;2.2;2;4.7;5;80.6;198.9;0;198.9;1.6;1007.6;-13.4;-2.6
2024-02-27;19:00:00;0;0;0.1;2.3;2;4.7;5;80.8;195.3;0;195.3;0.9;1007.5;-13.7;-4
2024-02-27;20:00:00;0;0;0;2.5;2.2;4.6;5;80.5;182.6;0;182.6;1.6;1007.5;-14;-4.9
2024-02-27;21:00:00;0;0;0;2.5;2.2;4.6;5;80.9;184.9;0;184.9;1.6;1007.5;-14.5;-5.6
2024-02-27;22:00:00;0;0;0.2;2.6;2.2;4.5;5;81.1;181.4;0;181.4;2.2;1007.3;-14.6;-6.1
2024-02-27;23:00:00;0;0;0;2.5;2.2;4.5;5;80.7;174.7;0;174.7;3.1;1007;-16.3;-6.5
2024-02-28;00:00:00;0;0;0;2.4;2.1;4.5;5;79.5;177.3;0;177.3;3.3;1006.9;-16.6;-6.9
2024-02-28;01:00:00;0;0;0.1;2.3;2;4.4;4.9;80.9;176.7;0;176.7;3.4;1006.6;-16;-7.4
2024-02-28;02:00:00;0;0;0;2.2;1.9;4.4;4.9;81.3;179.1;0;179.1;4;1006.3;-17.7;-7.8
2024-02-28;03:00:00;0.3;0;0;1.7;1.4;4.3;4.9;86.9;182.5;0;182.5;3.6;1006;-7.7;-8.2
2024-02-28;04:00:00;0.2;0;0;1.3;1.1;4.3;4.9;92.4;179.9;0;179.9;3.8;1005.6;-10;-8.6
2024-02-28;05:00:00;0;0;0.1;1.7;1.4;4.2;4.9;92;183;0;183;4.1;1005.3;-10.9;-9
2024-02-28;06:00:00;0;0;0.1;2.2;1.9;4.2;4.8;91.4;193;0;193;4;1005.3;-6.7;-9
2024-02-28;07:00:00;0;0;2.1;2.5;2.2;4.1;4.8;92.9;187.1;0;187.1;4.3;1005.3;-4;-8.5
2024-02-28;08:00:00;0;0;20.7;3;2.9;4.1;4.8;94.2;198.1;0;198.1;3.6;1005.8;9.5;-7.9
2024-02-28;09:00:00;0;0;71.4;3.8;3.9;4.1;4.8;95.1;206.8;0;206.8;3.1;1006.3;45.1;-6.7
2024-02-28;10:00:00;0;0;137.3;4.8;5.1;4.1;4.7;94.2;217.3;0;217.3;2.9;1006.8;87.6;-4.5
2024-02-28;11:00:00;0;0;303;6.2;6.9;4.2;4.7;88.9;225;0;225;3.2;1007;167.1;-1
2024-02-28;12:00:00;0;0;396.1;7.4;8.5;4.3;4.7;80.2;234.1;0;234.1;3.8;1007.2;220.7;3.8
2024-02-28;13:00:00;0;0;369.1;8;9.4;4.5;4.7;75.4;233.6;0;233.6;3.3;1006.9;201.2;9.1
2024-02-28;14:00:00;0;0;174.2;7.6;8.1;4.7;4.7;73;240;0;240;3.6;1006.9;86.6;13.2
2024-02-28;15:00:00;0;0;124.4;7.3;7.5;5;4.8;74.6;230.4;0;230.4;3.2;1006.9;56.4;14.3
2024-02-28;16:00:00;0;0;70.5;6.8;6.6;5.2;4.8;75.4;234.6;0;234.6;3.1;1007;15.2;13.3
2024-02-28;17:00:00;0;0;27.3;6.1;5.6;5.3;4.9;78.9;231.2;0;231.2;2;1007;-43.8;11.1
2024-02-28;18:00:00;0;0;0.4;5.2;4;5.4;5;82.9;202.6;0;202.6;0.4;1006.7;-57.1;7.8
2024-02-28;19:00:00;0;0;0.2;5.2;4.5;5.3;5;84.2;187.5;0;187.5;1.9;1006.5;-37.6;4
2024-02-28;20:00:00;0;0;0;5.1;4.4;5.3;5.1;84.5;189.4;0;189.4;2.7;1006.4;-43.4;1.7
2024-02-28;21:00:00;0;0;0;4.8;4.3;5.3;5.1;88;177.6;0;177.6;3.6;1006;-44;0
2024-02-28;22:00:00;0;0;0;4.8;4.4;5.2;5.1;88.4;178.5;0;178.5;3.7;1005.6;-32.1;-1.2
2024-02-28;23:00:00;0;0;0;5.1;4.7;5.1;5.2;87;172.9;0;172.9;4.1;1005.2;-24.5;-1.9
2024-02-29;00:00:00;0;0;0.1;5.1;4.8;5.1;5.2;87.1;170.4;0;170.4;4.2;1004.6;-19.7;-2
2024-02-29;01:00:00;0;0;0.1;5.1;4.8;5.1;5.2;87.9;165.2;0;165.2;4.9;1003.9;-13.6;-1.9
2024-02-29;02:00:00;0;0;0.1;5.1;4.9;5.1;5.2;89.7;163.8;0;163.8;5.5;1002.9;-12;-1.8
2024-02-29;03:00:00;0;0;0.1;5.1;4.9;5;5.2;89.5;171.9;0;171.9;5.9;1001.8;-12.3;-1.5
2024-02-29;04:00:00;0;0;0;5.1;4.9;5;5.2;88;171.3;0;171.3;6.3;1000.6;-12.6;-1.3
2024-02-29;05:00:00;0;0;0.1;5.1;5;5;5.2;89.1;171.3;0;171.3;6.5;999.8;-11.9;-1.3
2024-02-29;06:00:00;0;0;0;5.3;5.1;5;5.2;88.2;174.3;0;174.3;6.8;998.7;-12.5;-1.2
2024-02-29;07:00:00;0.1;0;1.4;5;4.6;5;5.2;88;174.4;0;174.4;6.1;998.4;-8.8;-1.2
2024-02-29;08:00:00;0;0;22.8;4.9;4.6;5;5.2;89.1;172.7;0;172.7;6.7;997.8;8.6;-1.2
2024-02-29;09:00:00;0;0;37.2;5;4.8;5;5.2;90.8;174.4;0;174.4;6.2;997.6;19.8;-1.1
2024-02-29;10:00:00;0.2;0;77.3;5.2;5.1;5;5.2;93;178.4;0;178.4;6;997.5;52.7;-0.5
2024-02-29;11:00:00;0.3;0;65.5;5.5;5.5;5;5.2;94.3;177.7;0;177.7;5.2;997.6;44;0.7
2024-02-29;12:00:00;0.1;0;62.5;5.9;5.8;5.1;5.2;93.6;182.4;0;182.4;5.5;997.6;41;2
2024-02-29;13:00:00;0.4;0;60.4;6.1;6;5.1;5.2;94.6;183.6;0;183.6;5;997.5;39.2;3
2024-02-29;14:00:00;0.1;0;49.9;6.3;6.2;5.2;5.2;94.6;178.2;0;178.2;4.8;997.3;30.2;3.8
2024-02-29;15:00:00;0.1;0;31.1;6.4;6.3;5.3;5.2;95.3;181;0;181;4.6;997.1;15.6;4.4
2024-02-29;16:00:00;0;0;19.7;6.4;6.3;5.3;5.2;95.6;180.1;0;180.1;4.4;997;5.5;4.6
2024-02-29;17:00:00;0;0;5.3;6.4;6.2;5.4;5.3;94.8;176.5;0;176.5;4.2;996.9;-14.3;4.6
2024-02-29;18:00:00;0;0;0;6.4;6.2;5.4;5.3;95.3;171.8;0;171.8;4.2;996.9;-19.6;4.3
2024-02-29;19:00:00;0;0;0;6.3;6.1;5.5;5.3;96.2;171.9;0;171.9;4.4;996.8;-19.2;4
2024-02-29;20:00:00;0.3;0;0;6.4;6.2;5.5;5.3;95.6;173.7;0;173.7;4.1;996.6;-17.3;3.6
2024-02-29;21:00:00;0.5;0;0;6.7;6.4;5.5;5.4;94.7;172.9;0;172.9;4.4;996.4;-17.8;3.4
2024-02-29;22:00:00;0.5;0;0;6.5;6.3;5.5;5.4;94.9;160.1;0;160.1;3.6;996.2;-18.8;3.3
2024-02-29;23:00:00;0.2;0;0;6.2;5.9;5.6;5.4;93;153.5;0;153.5;3.8;995.7;-18.3;3.3
2024-03-01;00:00:00;0.1;0;0;5.9;5.5;5.6;5.4;91.8;146.7;0;146.7;3.4;995.3;-19.6;2.9
2024-03-01;01:00:00;0;0;0;5.9;5.4;5.6;5.4;88.4;148.6;0;148.6;3.8;994.9;-23.4;2.5
2024-03-01;02:00:00;0;0;0;5.9;5.2;5.6;5.5;86.2;145.4;0;145.4;4.4;994.3;-32.6;1.9
2024-03-01;03:00:00;0;0;0;5.5;4.9;5.6;5.5;86.1;145.9;0;145.9;4.6;993.6;-47.6;1
2024-03-01;04:00:00;0;0;0;4.6;4;5.6;5.5;88.7;141.3;0;141.3;4.6;993.1;-66.8;-0.2
2024-03-01;05:00:00;0;0;0;4;3.5;5.5;5.5;90.2;151.5;0;151.5;4.6;993;-57.5;-1.8
2024-03-01;06:00:00;0;0;0;3.6;3;5.5;5.5;91.8;141;0;141;4;993.1;-67.3;-3.4
2024-03-01;07:00:00;0;0;10.7;3.6;3.2;5.4;5.5;92.6;140.3;0;140.3;4.6;993.2;-46.1;-4.9
2024-03-01;08:00:00;0;0;74;3.9;3.7;5.3;5.5;92;145;0;145;4.9;993.2;5.4;-5.8
2024-03-01;09:00:00;0;0;159;4.2;4.3;5.2;5.5;90.9;143.4;0;143.4;5.1;993.2;47.1;-5.1
2024-03-01;10:00:00;0;0;334.9;5;5.9;5.2;5.5;88.4;148.1;0;148.1;5.1;993;145.4;-3.4
2024-03-01;11:00:00;0;0;412.1;6;7.1;5.2;5.4;85.2;147.8;0;147.8;5.8;993.1;208.7;-0.3
2024-03-01;12:00:00;0;0;271.5;7.2;7.9;5.3;5.4;80.1;144.6;0;144.6;5.7;992.9;154.2;3.9
2024-03-01;13:00:00;0;0;212;8;8.4;5.4;5.4;79.7;149.6;0;149.6;5.1;993;131.7;7.4
2024-03-01;14:00:00;0;0;107.8;8.1;8.1;5.6;5.4;80.4;168;0;168;4.5;993.4;61.4;10
2024-03-01;15:00:00;0;0;32.6;7.3;7.2;5.7;5.5;85.6;168.7;0;168.7;4.2;993.9;8.9;10.6
2024-03-01;16:00:00;0;0;35.4;6.9;6.7;5.9;5.5;89;143.8;0;143.8;3.6;994;12.3;9.5
2024-03-01;17:00:00;0;0;19.5;6.8;6.6;5.9;5.5;88.3;154;0;154;3.8;994.4;-10.1;8
2024-03-01;18:00:00;0;0;0.4;6.5;6.3;6;5.6;89.6;154.5;0;154.5;3.2;995;-16.4;6.5
2024-03-01;19:00:00;0;0;0;6.4;6.1;6;5.6;90.4;146.7;0;146.7;3.1;995.7;-16.4;5.1
2024-03-01;20:00:00;0;0;0;6.4;6.1;6;5.7;90.6;147.7;0;147.7;2.9;996.1;-16;3.9
2024-03-01;21:00:00;0;0;0.1;6.4;5.9;6;5.7;89.2;138.5;0;138.5;2.7;996.5;-33.2;3.1
2024-03-01;22:00:00;0;0;0;5.7;4.5;5.9;5.7;90.2;120;0;120;0.4;996.7;-62.6;2.3
2024-03-01;23:00:00;0;0;0;5.2;4.4;5.9;5.7;92.8;105.6;0;105.6;1.3;996.9;-39.5;0.4
2024-03-02;00:00:00;0;0;0;4.9;4.3;5.8;5.7;93.4;92.7;0;92.7;1.3;996.7;-41.5;-1.2
2024-03-02;01:00:00;0;0;0;5;4.6;5.8;5.7;93.8;107.1;0;107.1;2.3;996.6;-32.2;-2
2024-03-02;02:00:00;0;0;0;5.4;5;5.7;5.7;92.3;114.2;0;114.2;3.1;996.5;-25.8;-2.4
2024-03-02;03:00:00;0;0;0;5.5;5.1;5.7;5.7;92.3;98.5;0;98.5;1.7;996;-22.8;-2.3
2024-03-02;04:00:00;0.1;0;0;5.5;5.2;5.6;5.7;94.2;91.5;0;91.5;1.9;995.7;-11.4;-2.1
2024-03-02;05:00:00;0.6;0;0;5.4;5.2;5.6;5.7;95.8;100.3;0;100.3;2.6;995.6;-7.3;-1.8
2024-03-02;06:00:00;1.6;0;0;5.3;5.2;5.6;5.7;96.3;108.4;0;108.4;3.9;995.5;-8.2;-1.5
2024-03-02;07:00:00;1.8;0;2.5;5.3;5.1;5.6;5.7;96.8;112.6;0;112.6;4.2;995.9;-6;-1.2
2024-03-02;08:00:00;0;0;29.4;5.3;5.3;5.6;5.7;97.3;118;0;118;3.5;996;11.6;-1
2024-03-02;09:00:00;0;0;68;5.7;5.9;5.6;5.7;97.5;113.4;0;113.4;2.7;996;39.1;-0.4
2024-03-02;10:00:00;0;0;72.2;6;6.2;5.6;5.7;97.4;120;0;120;3;996.3;46.4;1
2024-03-02;11:00:00;0;0;109.5;6.3;6.7;5.6;5.7;97.3;109.8;0;109.8;3.3;996.2;74;2.6
2024-03-02;12:00:00;0;0;87.2;6.5;6.9;5.7;5.7;96.6;134.4;0;134.4;2.9;996.6;56;4.5
2024-03-02;13:00:00;0;0;92.7;6.8;7.2;5.8;5.7;95.2;142;0;142;2.8;996.7;58.2;6.1
2024-03-02;14:00:00;0;0;159.4;7.2;7.7;5.9;5.7;92.6;130.6;0;130.6;2.6;996.8;77.9;7.5
2024-03-02;15:00:00;0;0;113.2;7.3;7.4;6;5.7;91.8;115.8;0;115.8;2.1;996.8;27.1;8.9
2024-03-02;16:00:00;0;0;78;7.2;7.1;6.1;5.8;92.1;111.5;0;111.5;2.3;997.1;5.9;9.4
2024-03-02;17:00:00;0;0;40.8;6.8;6.3;6.2;5.8;92.4;119.4;0;119.4;2.2;997.4;-42.6;8.8
2024-03-02;18:00:00;0;0;1.4;5.9;5.1;6.2;5.8;94.2;102.8;0;102.8;1.8;997.9;-68.2;6.9
2024-03-02;19:00:00;0;0;0;5.4;4.7;6.2;5.9;96;100.6;0;100.6;1.9;998.3;-34.3;4
2024-03-02;20:00:00;0;0;0.1;6.1;5.9;6.2;5.9;97.2;114.1;0;114.1;2.7;998.7;-10.1;1.6
2024-03-02;21:00:00;0;0;0.1;6.1;6.1;6.1;5.9;97.9;111;0;111;3;998.9;-8.7;1.1
2024-03-02;22:00:00;0;0;0;5.5;5.5;6.1;5.9;98;111.9;0;111.9;3.6;999.5;-8.1;1.3
2024-03-02;23:00:00;0;0;0.3;5.2;5.3;6.1;5.9;98.2;115.6;0;115.6;1.6;999.6;-7.1;1.3
2024-03-03;00:00:00;0;0;0;5.1;5.2;6.1;5.9;98.3;105.8;0;105.8;1.9;999.6;-7.2;1
2024-03-03;01:00:00;0;0;0.2;5.1;5.1;6.1;6;98.3;110.8;0;110.8;2.6;999.5;-6.8;0.7
2024-03-03;02:00:00;0;0;0.1;5.2;5.2;6;6;98.5;106.1;0;106.1;2.5;999.3;-6.9;0.4
2024-03-03;03:00:00;0;0;0.1;5.8;5.8;6;6;98.6;97.2;0;97.2;2.1;999.3;-7.3;0.2
2024-03-03;04:00:00;0;0;0.2;6.3;6.2;6;6;98.6;105.4;0;105.4;1.9;999.3;-7.6;0.3
2024-03-03;05:00:00;0;0;0.2;6.5;6.5;6;6;98.6;100;0;100;2.2;999.4;-7.7;0.7
2024-03-03;06:00:00;0;0;0;6.6;6.6;6;6;98.6;93;0;93;2.5;999.4;-8;1.2
2024-03-03;07:00:00;0;0;3.5;6.5;6.5;6;6;98.6;93.1;0;93.1;2.5;999.5;-4.5;1.7
2024-03-03;08:00:00;0;0;16.2;6.4;6.5;6;6;98.7;98.3;0;98.3;3.1;999.7;5.2;2.1
2024-03-03;09:00:00;0;0;29;6.4;6.5;6.1;6;98.6;100;0;100;3.4;999.8;14.1;2.4
2024-03-03;10:00:00;0;0;46.8;6.6;6.7;6.1;6;98.2;95;0;95;3.6;1000.1;27.4;2.8
2024-03-03;11:00:00;0;0;53.6;6.7;6.8;6.1;6;97.7;94.5;0;94.5;3.1;1000.3;33;3.6
2024-03-03;12:00:00;0;0;76.1;7;7.1;6.1;6;97.2;87.2;0;87.2;2.6;1000.4;48.8;4.4
2024-03-03;13:00:00;0;0;61;7.2;7.3;6.2;6;96;94.2;0;94.2;2.5;1000.2;34.1;5.5
2024-03-03;14:00:00;0;0;82.1;7.4;7.4;6.3;6;94.4;94.9;0;94.9;3.1;999.9;51.6;6.4
2024-03-03;15:00:00;0;0;81.5;7.5;7.6;6.3;6;92.4;101.7;0;101.7;3.5;999.9;50.1;7.2
2024-03-03;16:00:00;0;0;51.8;7.5;7.5;6.4;6;91.6;100;0;100;3.1;1000;23.3;7.8
2024-03-03;17:00:00;0;0;11.6;7.3;7.2;6.5;6.1;91.9;88.5;0;88.5;2.5;1000.1;-6.6;7.9
2024-03-03;18:00:00;0;0;0.1;7;6.9;6.5;6.1;93;83.3;0;83.3;2.4;1000.6;-12.7;7
2024-03-03;19:00:00;0;0;0.1;6.7;6.6;6.5;6.1;94.4;80.8;0;80.8;2.4;1001;-10.6;5.8
2024-03-03;20:00:00;0.1;0;0.1;6.7;6.5;6.5;6.2;95.4;85.4;0;85.4;2.1;1001.3;-8.2;4.7
2024-03-03;21:00:00;0;0;0;6.7;6.5;6.5;6.2;95.7;90;0;90;2.1;1001.5;-8.5;3.9
2024-03-03;22:00:00;0.1;0;0;6.6;6.4;6.5;6.2;95.8;94.3;0;94.3;1.8;1001.8;-7.8;3.4
2024-03-03;23:00:00;0.1;0;0.1;6.4;6.2;6.5;6.2;95.6;88.2;0;88.2;1.7;1001.8;-8.4;2.9
2024-03-04;00:00:00;0;0;0.1;6;5.8;6.5;6.2;94.9;86.8;0;86.8;2.1;1001.9;-15.1;2.5
2024-03-04;01:00:00;0;0;0.1;5.5;5.3;6.5;6.2;94.4;90.2;0;90.2;2.3;1002.1;-21.4;2
2024-03-04;02:00:00;0;0;0;4.6;4.2;6.5;6.3;94;82.3;0;82.3;1.7;1002.3;-55.4;1
2024-03-04;03:00:00;0;0;0;4.1;3.8;6.4;6.3;94.4;80.3;0;80.3;2.6;1002.4;-43.6;-0.7
2024-03-04;04:00:00;0;0;0;3.7;3.4;6.3;6.3;93.9;84.5;0;84.5;2.6;1002.6;-41.1;-2.5
2024-03-04;05:00:00;0;0;0;3.5;3.3;6.2;6.3;94.1;82.9;0;82.9;2.7;1003;-37.4;-3.8
2024-03-04;06:00:00;0;0;0;3.3;3.1;6.2;6.2;94.5;77.4;0;77.4;2.4;1003.5;-45.2;-4.9
