"inst","eid","pid","pmid","sub.period","corr.period","proj","exper","exper2","institute","country","submitter","file","first.row.in.file.int","last.row.in.file.int","row.in.file.plot","pub.id","pub.info","lat","long","topo","field","plot","plot.area","treat","rep","rep2","n.ints","t.start.p","t.end.p","dt1","dt.min","dt.max","ct.min","ct.max","meas.tech","meas.tech2","meas.tech.orig","meas.tech.det","j.NH31","j.rel1","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","clay","silt","sand","oc","soil.type","soil.type2","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","air.temp.z","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","soil.temp.z","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.z","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","wind.loc","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.tot","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","far.loc","man.source","man.source.orig","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.trt3","man.stor","man.dm","man.vs","man.tkn","man.tan","man.vfa","man.tic","man.ua","man.ph","acid","date.start","app.start","app.start.orig","app.end","app.end.orig","app.method","app.method.orig","app.rate","tan.app","incorp","incorp.orig","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.orig","crop.z","crop.area","lai","notes.plot","flag.plot"
205,594,3118,3122,3,NA,"MAG","24A",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_8.2_MAGspring24_240901.xlsx",12887,13035,16,NA,NA,56.493,9.5613,"Flat","Foulumgård","13",0.385,"Un25","3",NA,149,2024-02-19 17:33:00,2024-03-06 08:17:00,2.5333,2.5167,2.5333,2.5333,377.27,"Dynamic chamber","chamber","Dynamic chamber",NA,0.12061,0.0020391,NA,0.62857,1.099,2.8528,7.5857,11.579,13.155,14.147,15.627,18.124,NA,0.62857,1.099,2.8528,7.5857,11.579,13.155,14.147,15.627,18.124,NA,0.010627,0.01858,0.048231,0.12825,0.19575,0.22239,0.23917,0.2642,0.30641,9,24,65,NA,NA,NA,0.29,NA,NA,5.66,1.16,"Yes","No",NA,7.1,6.7013,6.2249,6.2889,6.4112,6.6536,6.6514,5.3881,10.927,2,NA,5.6,5.6498,5.675,5.6444,5.8556,6.0357,6.2136,5.8364,12.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Slurry digested with other organic materials",NA,"slurry","Anaerobic digestion",NA,NA,NA,3.7,2.8,2.41,1.69,NA,NA,NA,7.52,FALSE,2024-02-19,2024-02-19 17:33:00,"19-02-2024 17:33",2024-03-06 10:49:00,"06-03-2024 10:49","bsth","Band spread or trailing hose",35,59.15,"none","None",NA,NA,NA,NA,NA,"cereal","Cereal",6.5,NA,NA,NA,""
205,594,3119,3123,3,NA,"MAG","24A",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_8.2_MAGspring24_240901.xlsx",13036,13184,17,NA,NA,56.493,9.5613,"Flat","Foulumgård","14",0.385,"Sep30","3",NA,149,2024-02-19 17:49:00,2024-03-06 08:33:00,2.5333,2.5167,2.5333,2.5333,377.27,"Dynamic chamber","chamber","Dynamic chamber",NA,-0.016099,-0.00038014,NA,-0.079358,-0.14169,-0.36465,-1.0116,-2.7104,-3.5044,-4.5723,-5.8034,-8.0466,NA,-0.079358,-0.14169,-0.36465,-1.0116,-2.7104,-3.5044,-4.5723,-5.8034,-8.0466,NA,-0.0018739,-0.0033457,-0.0086104,-0.023887,-0.064,-0.08275,-0.10796,-0.13703,-0.19,9,24,65,NA,NA,NA,0.29,NA,NA,5.66,1.16,"Yes","No",NA,7.1,6.7013,6.2249,6.4112,6.4444,6.6749,6.6513,5.3835,10.923,2,NA,5.6,5.6498,5.675,5.6555,5.8611,6.0393,6.2217,5.8364,12.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Slurry digested with other organic materials",NA,"slurry","Anaerobic digestion","Mechanical separation",NA,NA,1.72,1.1,1.79,1.21,NA,NA,NA,7.84,FALSE,2024-02-19,2024-02-19 17:49:00,"19-02-2024 17:49",2024-03-06 11:05:00,"06-03-2024 11:05","bsth","Band spread or trailing hose",35,42.35,"none","None",NA,NA,NA,NA,NA,"cereal","Cereal",6.5,NA,NA,NA,""
205,594,3120,3124,3,NA,"MAG","24A",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_8.2_MAGspring24_240901.xlsx",13185,13334,18,NA,NA,56.493,9.5613,"Flat","Foulumgård","15",0.385,"Un12","3",NA,150,2024-02-19 15:25:00,2024-03-06 08:41:00,2.5333,2.5167,2.5333,2.5333,379.8,"Dynamic chamber","chamber","Dynamic chamber",NA,-0.031742,-0.00053664,NA,0.39141,1.0446,3.1713,6.8521,9.0588,10.305,11.095,13.107,17.536,NA,0.39141,1.0446,3.1713,6.8521,9.0588,10.305,11.095,13.107,17.536,NA,0.0066172,0.017661,0.053614,0.11584,0.15315,0.17423,0.18758,0.22159,0.29647,9,24,65,NA,NA,NA,0.29,NA,NA,5.66,1.16,"Yes","No",NA,7.7,7.4,6.8008,6.3556,6.4888,6.6463,6.6675,5.4001,10.984,2,NA,5.2,5.4,5.5498,5.5777,5.8111,5.9893,6.192,5.8364,12.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Slurry digested with other organic materials",NA,"slurry","Anaerobic digestion",NA,NA,NA,3.7,2.8,2.41,1.69,NA,NA,NA,7.52,FALSE,2024-02-19,2024-02-19 15:25:00,"19-02-2024 15:25",2024-03-06 11:13:00,"06-03-2024 11:13","bsth","Band spread or trailing hose",35,59.15,"none","None",NA,NA,NA,NA,NA,"cereal","Cereal",6.5,NA,NA,NA,""
205,594,3121,3125,3,NA,"MAG","24A",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_8.2_MAGspring24_240901.xlsx",13335,13483,19,NA,NA,56.493,9.5613,"Flat","Foulumgård","16",0.385,"Sep30","3",NA,149,2024-02-19 18:05:00,2024-03-06 08:49:00,2.5333,2.5167,2.5333,2.5333,377.27,"Dynamic chamber","chamber","Dynamic chamber",NA,-0.0089296,-0.00021085,NA,-0.033188,-0.048066,-0.092057,0.072469,-0.16584,-0.29138,-0.48213,-0.81034,-1.2544,NA,-0.033188,-0.048066,-0.092057,0.072469,-0.16584,-0.29138,-0.48213,-0.81034,-1.2544,NA,-0.00078367,-0.001135,-0.0021737,0.0017112,-0.0039159,-0.0068803,-0.011384,-0.019134,-0.02962,9,24,65,NA,NA,NA,0.29,NA,NA,5.66,1.16,"Yes","No",NA,7.1,6.6017,6.1751,6.4002,6.4444,6.6857,6.608,5.3653,10.877,2,NA,5.6,5.6498,5.6499,5.6444,5.8556,6.0357,6.2136,5.8319,12.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Slurry digested with other organic materials",NA,"slurry","Anaerobic digestion","Mechanical separation",NA,NA,1.72,1.1,1.79,1.21,NA,NA,NA,7.84,FALSE,2024-02-19,2024-02-19 18:05:00,"19-02-2024 18:05",2024-03-06 11:21:00,"06-03-2024 11:21","bsth","Band spread or trailing hose",35,42.35,"none","None",NA,NA,NA,NA,NA,"cereal","Cereal",6.5,NA,NA,NA,""
205,594,3122,3126,3,NA,"MAG","24A",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_8.2_MAGspring24_240901.xlsx",13484,13633,6,NA,NA,56.493,9.5613,"Flat","Foulumgård","2",0.385,"Un12","1",NA,150,2024-02-19 15:49:00,2024-03-06 09:05:00,2.5333,2.4167,2.65,2.5333,379.8,"Dynamic chamber","chamber","Dynamic chamber",NA,0.23766,0.004018,NA,1.1138,1.7645,3.7056,7.1381,9.393,10.798,11.6,13.16,17.033,NA,1.1138,1.7645,3.7056,7.1381,9.393,10.798,11.6,13.16,17.033,NA,0.01883,0.029831,0.062648,0.12068,0.1588,0.18254,0.19611,0.22248,0.28796,9,24,65,NA,NA,NA,0.29,NA,NA,5.66,1.16,"Yes","No",NA,7.5,7.3,6.701,6.3446,6.5,6.6607,6.7054,5.4396,11.035,2,NA,5.4,5.5,5.5998,5.5888,5.8222,5.9964,6.1974,5.8349,12.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Slurry digested with other organic materials",NA,"slurry","Anaerobic digestion",NA,NA,NA,3.7,2.8,2.41,1.69,NA,NA,NA,7.52,FALSE,2024-02-19,2024-02-19 15:49:00,"19-02-2024 15:49",2024-03-06 11:37:00,"06-03-2024 11:37","bsth","Band spread or trailing hose",35,59.15,"none","None",NA,NA,NA,NA,NA,"cereal","Cereal",6.5,NA,NA,NA,""
205,594,3123,3127,3,NA,"MAG","24A",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_8.2_MAGspring24_240901.xlsx",13634,13783,7,NA,NA,56.493,9.5613,"Flat","Foulumgård","3",0.385,"Sep25","1",NA,150,2024-02-19 15:57:00,2024-03-06 09:13:00,2.5333,2.5167,2.5333,2.5333,379.8,"Dynamic chamber","chamber","Dynamic chamber",NA,-0.0075424,-0.0001781,NA,-0.01407,-0.012893,0.019362,0.1173,0.27175,0.53644,0.76888,1.5291,3.7218,NA,-0.01407,-0.012893,0.019362,0.1173,0.27175,0.53644,0.76888,1.5291,3.7218,NA,-0.00033222,-0.00030444,0.0004572,0.0027697,0.0064169,0.012667,0.018155,0.036105,0.087882,9,24,65,NA,NA,NA,0.29,NA,NA,5.66,1.16,"Yes","No",NA,7.5,7.3,6.6259,6.3001,6.4778,6.6428,6.6811,5.4244,11.004,2,NA,5.4,5.5,5.5998,5.5888,5.8222,6,6.1947,5.8334,12.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Slurry digested with other organic materials",NA,"slurry","Anaerobic digestion","Mechanical separation",NA,NA,1.72,1.1,1.79,1.21,NA,NA,NA,7.84,FALSE,2024-02-19,2024-02-19 15:57:00,"19-02-2024 15:57",2024-03-06 11:45:00,"06-03-2024 11:45","bsth","Band spread or trailing hose",35,42.35,"none","None",NA,NA,NA,NA,NA,"cereal","Cereal",6.5,NA,NA,NA,""
205,594,3124,3128,3,NA,"MAG","24A",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_8.2_MAGspring24_240901.xlsx",13784,13933,8,NA,NA,56.493,9.5613,"Flat","Foulumgård","4",0.385,"Un25","1",NA,150,2024-02-19 16:05:00,2024-03-06 09:21:00,2.5333,2.5167,2.5333,2.5333,379.8,"Dynamic chamber","chamber","Dynamic chamber",NA,0.31567,0.0053368,NA,1.2984,1.9638,3.9179,7.4457,10.956,12.656,13.921,15.423,17.712,NA,1.2984,1.9638,3.9179,7.4457,10.956,12.656,13.921,15.423,17.712,NA,0.02195,0.033201,0.066237,0.12588,0.18522,0.21397,0.23534,0.26074,0.29944,9,24,65,NA,NA,NA,0.29,NA,NA,5.66,1.16,"Yes","No",NA,7.5,7.1013,6.5247,6.2552,6.4497,6.6248,6.6512,5.4122,11.004,2,NA,5.4,5.5495,5.6249,5.5999,5.8222,6,6.1947,5.8349,12.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Slurry digested with other organic materials",NA,"slurry","Anaerobic digestion",NA,NA,NA,3.7,2.8,2.41,1.69,NA,NA,NA,7.52,FALSE,2024-02-19,2024-02-19 16:05:00,"19-02-2024 16:05",2024-03-06 11:53:00,"06-03-2024 11:53","bsth","Band spread or trailing hose",35,59.15,"none","None",NA,NA,NA,NA,NA,"cereal","Cereal",6.5,NA,NA,NA,""
205,594,3125,3129,3,NA,"MAG","24A",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_8.2_MAGspring24_240901.xlsx",13934,14082,9,NA,NA,56.493,9.5613,"Flat","Foulumgård","5",0.385,"Sep30","1",NA,149,2024-02-19 16:21:00,2024-03-06 07:05:00,2.5333,2.5167,2.5333,2.5333,377.27,"Dynamic chamber","chamber","Dynamic chamber",NA,-0.0023331,-5.509e-05,NA,-0.017347,-0.034092,-0.075137,-0.062063,-0.080044,0.032586,0.054068,0.26055,0.90399,NA,-0.017347,-0.034092,-0.075137,-0.062063,-0.080044,0.032586,0.054068,0.26055,0.90399,NA,-0.00040961,-0.00080501,-0.0017742,-0.0014655,-0.00189,0.00076944,0.0012767,0.0061523,0.021346,9,24,65,NA,NA,NA,0.29,NA,NA,5.66,1.16,"Yes","No",NA,7.5,7.1013,6.5247,6.3219,6.4497,6.6463,6.6729,5.3804,10.933,2,NA,5.4,5.5495,5.6249,5.611,5.8222,6.0036,6.1947,5.8319,12.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Slurry digested with other organic materials",NA,"slurry","Anaerobic digestion","Mechanical separation",NA,NA,1.72,1.1,1.79,1.21,NA,NA,NA,7.84,FALSE,2024-02-19,2024-02-19 16:21:00,"19-02-2024 16:21",2024-03-06 09:37:00,"06-03-2024 09:37","bsth","Band spread or trailing hose",35,42.35,"none","None",NA,NA,NA,NA,NA,"cereal","Cereal",6.5,NA,NA,NA,""
205,594,3126,3130,3,NA,"MAG","24A",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_8.2_MAGspring24_240901.xlsx",14083,14231,10,NA,NA,56.493,9.5613,"Flat","Foulumgård","6",0.385,"Un12","2",NA,149,2024-02-19 16:29:00,2024-03-06 07:13:00,2.5333,2.5167,2.5333,2.5333,377.27,"Dynamic chamber","chamber","Dynamic chamber",NA,0.34508,0.005834,NA,1.3739,2.0403,3.7891,6.636,8.7107,9.8344,10.331,10.759,10.962,NA,1.3739,2.0403,3.7891,6.636,8.7107,9.8344,10.331,10.759,10.962,NA,0.023227,0.034494,0.06406,0.11219,0.14726,0.16626,0.17465,0.1819,0.18532,9,24,65,NA,NA,NA,0.29,NA,NA,5.66,1.16,"Yes","No",NA,7.5,7.1013,6.5247,6.3331,6.4831,6.6603,6.6943,5.3939,10.922,2,NA,5.4,5.5495,5.6249,5.611,5.8222,6.0071,6.1947,5.8288,12.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Slurry digested with other organic materials",NA,"slurry","Anaerobic digestion",NA,NA,NA,3.7,2.8,2.41,1.69,NA,NA,NA,7.52,FALSE,2024-02-19,2024-02-19 16:29:00,"19-02-2024 16:29",2024-03-06 09:45:00,"06-03-2024 09:45","bsth","Band spread or trailing hose",35,59.15,"none","None",NA,NA,NA,NA,NA,"cereal","Cereal",6.5,NA,NA,NA,""
205,594,3127,3131,3,NA,"MAG","24A",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_8.2_MAGspring24_240901.xlsx",14232,14380,11,NA,NA,56.493,9.5613,"Flat","Foulumgård","7",0.385,"Sep25","2",NA,149,2024-02-19 16:37:00,2024-03-06 07:21:00,2.5333,2.5167,2.5333,2.5333,377.27,"Dynamic chamber","chamber","Dynamic chamber",NA,0.0077769,0.00018363,NA,0.02706,0.037796,0.063968,0.28198,0.46749,0.65766,0.7584,0.80204,0.70906,NA,0.02706,0.037796,0.063968,0.28198,0.46749,0.65766,0.7584,0.80204,0.70906,NA,0.00063897,0.00089246,0.0015105,0.0066583,0.011039,0.015529,0.017908,0.018938,0.016743,9,24,65,NA,NA,NA,0.29,NA,NA,5.66,1.16,"Yes","No",NA,7.4,7.0512,6.4997,6.3219,6.4553,6.6427,6.6539,5.3788,10.91,2,NA,5.5,5.5997,5.6499,5.6222,5.8278,6.0107,6.2028,5.8349,12.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Slurry digested with other organic materials",NA,"slurry","Anaerobic digestion","Mechanical separation",NA,NA,1.72,1.1,1.79,1.21,NA,NA,NA,7.84,FALSE,2024-02-19,2024-02-19 16:37:00,"19-02-2024 16:37",2024-03-06 09:53:00,"06-03-2024 09:53","bsth","Band spread or trailing hose",35,42.35,"none","None",NA,NA,NA,NA,NA,"cereal","Cereal",6.5,NA,NA,NA,""
205,594,3128,3132,3,NA,"MAG","24A",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_8.2_MAGspring24_240901.xlsx",12291,12439,12,NA,NA,56.493,9.5613,"Flat","Foulumgård","9",0.385,"Un30","2",NA,149,2024-02-19 17:01:00,2024-03-06 07:45:00,2.5333,2.5167,2.5333,2.5333,377.27,"Dynamic chamber","chamber","Dynamic chamber",NA,0.25985,0.0043931,NA,1.1503,1.8153,3.7556,7.2491,10.413,11.744,12.698,14.037,16.512,NA,1.1503,1.8153,3.7556,7.2491,10.413,11.744,12.698,14.037,16.512,NA,0.019447,0.030689,0.063492,0.12255,0.17604,0.19854,0.21468,0.2373,0.27916,9,24,65,NA,NA,NA,0.29,NA,NA,5.66,1.16,"Yes","No",NA,7.4,6.8518,6.3,6.3222,6.4499,6.657,6.6026,5.3425,10.845,2,NA,5.5,5.5997,5.6499,5.6222,5.8389,6.0179,6.2055,5.8364,12.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Slurry digested with other organic materials",NA,"slurry","Anaerobic digestion",NA,NA,NA,3.7,2.8,2.41,1.69,NA,NA,NA,7.52,FALSE,2024-02-19,2024-02-19 17:01:00,"19-02-2024 17:01",2024-03-06 10:17:00,"06-03-2024 10:17","bsth","Band spread or trailing hose",35,59.15,"none","None",NA,NA,NA,NA,NA,"cereal","Cereal",6.5,NA,NA,NA,""
205,595,3129,3133,3,NA,"MAG","24B",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_8.2_MAGspring24_240901.xlsx",5,67,20,NA,NA,56.493,9.5613,"Flat","Foulumgård","1",0.385,"TH-12","1",NA,63,2024-03-06 16:25:00,2024-03-13 05:24:00,2.5333,2.5167,2.5333,2.5333,159.52,"Dynamic chamber","chamber","Dynamic chamber",NA,0.65617,0.012416,NA,2.4469,3.4289,5.5659,7.8044,9.5644,10.379,11.066,NA,12.509,NA,2.4469,3.4289,5.5659,7.8044,9.5644,10.379,11.066,NA,12.509,NA,0.0463,0.06488,0.10532,0.14767,0.18097,0.19639,0.20939,NA,0.23669,9,24,65,NA,NA,NA,0.26,NA,NA,5.58,1.31,"Yes","No",NA,4.2,3.7,3.375,2.1778,0.95448,0.73554,0.75947,1.7522,1.7522,2,NA,4.6,4.7,4.75,4.4667,4.2776,4.1106,3.8703,3.7635,3.7635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Slurry digested with other organic materials",NA,"slurry","Anaerobic digestion",NA,NA,NA,3.35,2.41,1.97,1.51,NA,NA,NA,8.2,FALSE,2024-03-06,2024-03-06 16:25:00,"06-03-2024 16:25",2024-03-13 07:56:00,"13-03-2024 07:56","bsth","Band spread or trailing hose",35,52.85,"none","None",NA,NA,NA,NA,NA,"cereal","Cereal",6.5,NA,NA,NA,""
205,595,3130,3134,3,NA,"MAG","24B",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_8.2_MAGspring24_240901.xlsx",192,253,29,NA,NA,56.493,9.5613,"Flat","Foulumgård","10",0.385,"TS-TSB-12","3",NA,62,2024-03-06 17:53:00,2024-03-13 04:20:00,2.5333,2.5167,2.5333,2.5333,156.98,"Dynamic chamber","chamber","Dynamic chamber",NA,0.22779,0.0047143,NA,0.86325,1.2131,2.0052,3.1547,4.223,4.8773,5.5361,NA,7.1814,NA,0.86325,1.2131,2.0052,3.1547,4.223,4.8773,5.5361,NA,7.1814,NA,0.017865,0.025106,0.041499,0.065287,0.087397,0.10094,0.11457,NA,0.14862,9,24,65,NA,NA,NA,0.26,NA,NA,5.58,1.31,"Yes","No",NA,3.4,3.3,3.075,2.1889,0.88841,0.65031,0.69226,1.7128,1.7128,2,NA,4.8,4.8,4.775,4.4556,4.2497,4.0748,3.8378,3.7483,3.7483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Slurry digested with other organic materials",NA,"slurry","Anaerobic digestion",NA,NA,NA,3.35,2.41,1.97,1.51,NA,NA,NA,8.2,FALSE,2024-03-06,2024-03-06 17:53:00,"06-03-2024 17:53",2024-03-13 06:52:00,"13-03-2024 06:52","ts","Trailing shoe",32,48.32,"none","None",NA,NA,NA,NA,NA,"cereal","Cereal",6.5,NA,NA,NA,""
